survey_id,average_time_spent_on_unpaid_domestic_and_care_work,proficiency_in_numeracy,proficiency_in_literacy,below_poverty_line,employment_status,survey_year,takes_by_personal_id
4200,8,1,1,0,employed,2021,3359
4201,5,1,0,1,employed,2022,3521
4202,36,1,1,1,employed,2022,3522
4203,8,0,1,0,unemployed,2022,3523
4204,11,1,1,0,employed,2022,3524
4205,11,1,1,0,employed,2022,3525
4206,8,1,1,1,employed,2022,3526
4207,11,1,1,0,employed,2022,3527
4208,4,1,1,0,unemployed,2022,3528
4209,22,1,0,1,employed,2022,3529
4210,31,0,1,1,unemployed,2022,3530
4211,13,0,1,0,employed,2022,3531
4212,38,1,1,0,unemployed,2022,3532
4213,5,1,1,0,employed,2022,3533
4214,4,1,1,1,employed,2022,3534
4215,22,1,1,0,employed,2022,3535
4216,11,0,0,0,below_minimum_legal_work_age,2022,3536
4217,29,1,0,1,employed,2022,3537
4218,10,1,0,0,below_minimum_legal_work_age,2022,3538
4219,12,1,0,0,unemployed,2022,3539
4220,8,1,0,0,employed,2022,3540
4221,5,1,0,0,employed,2022,3541
4222,10,1,0,1,unemployed,2022,3542
4223,35,0,1,0,employed,2022,3543
4224,16,1,0,1,unemployed,2022,3544
4225,37,0,1,1,unemployed,2022,3545
4226,34,1,1,0,unemployed,2022,3546
4227,15,1,0,1,unemployed,2022,3547
4228,22,1,1,0,below_minimum_legal_work_age,2022,3548
4229,4,1,0,1,unemployed,2022,3549
4230,11,1,1,1,employed,2022,3550
4231,30,1,1,1,unemployed,2022,3551
4232,13,1,1,1,below_minimum_legal_work_age,2022,3552
4233,5,1,0,1,employed,2022,3553
4234,21,1,0,0,employed,2022,3554
4235,12,1,0,0,unemployed,2022,3555
4236,6,1,1,1,unemployed,2022,3556
4237,6,1,1,0,below_minimum_legal_work_age,2022,3557
4238,25,1,1,1,employed,2022,3558
4239,13,0,1,0,employed,2022,3559
4240,10,1,0,1,employed,2022,3560
4241,12,1,1,0,employed,2022,3561
4242,7,1,0,0,employed,2022,3562
4243,5,1,1,0,employed,2022,3563
4244,13,1,1,0,unemployed,2022,3564
4245,4,0,0,0,employed,2022,3565
4246,36,1,1,1,employed,2022,3566
4247,4,0,1,0,unemployed,2022,3567
4248,6,1,1,1,employed,2022,3568
4249,14,1,1,0,unemployed,2022,3569
4250,23,1,1,1,employed,2022,3570
4251,26,1,1,0,unemployed,2022,3571
4252,34,1,1,1,unemployed,2022,3572
4253,8,0,0,1,employed,2022,3573
4254,20,1,1,0,unemployed,2022,3574
4255,10,1,0,0,employed,2022,3575
4256,6,1,1,0,unemployed,2022,3576
4257,23,1,1,0,employed,2022,3577
4258,9,0,0,1,employed,2022,3578
4259,12,1,0,1,employed,2022,3579
4260,36,1,1,0,employed,2022,3580
4261,5,1,1,1,employed,2022,3581
4262,23,0,0,1,below_minimum_legal_work_age,2022,3582
4263,31,0,1,1,employed,2022,3583
4264,10,1,1,0,employed,2022,3584
4265,32,1,0,1,unemployed,2022,3585
4266,35,0,1,1,employed,2022,3586
4267,27,1,0,1,employed,2022,3587
4268,33,1,1,1,unemployed,2022,3588
4269,6,0,0,0,employed,2022,3589
4270,26,0,1,0,employed,2022,3590
4271,13,1,1,0,unemployed,2022,3591
4272,5,0,1,1,unemployed,2022,3592
4273,13,0,1,1,unemployed,2022,3593
4274,23,1,1,0,employed,2022,3594
4275,37,0,1,1,employed,2022,3595
4276,35,1,1,1,employed,2022,3596
4277,10,0,0,1,employed,2022,3597
4278,11,0,1,1,unemployed,2022,3598
4279,37,1,1,0,unemployed,2022,3599
4280,6,1,1,0,employed,2022,3600
4281,22,1,1,0,unemployed,2022,3601
4282,13,0,1,1,employed,2022,3602
4283,37,0,0,0,employed,2022,3603
4284,24,0,1,1,employed,2022,3604
4285,18,1,1,1,employed,2022,3605
4286,25,1,1,1,below_minimum_legal_work_age,2022,3606
4287,13,1,0,0,employed,2022,3607
4288,16,1,0,1,unemployed,2022,3608
4289,8,1,1,1,unemployed,2022,3609
4290,17,1,0,1,employed,2022,3610
4291,12,0,1,1,unemployed,2022,3611
4292,32,0,0,0,employed,2022,3612
4293,9,1,1,1,employed,2022,3613
4294,36,1,1,1,employed,2022,3614
4295,11,0,1,1,employed,2022,3615
4296,9,1,1,0,employed,2022,3616
4297,11,0,1,1,employed,2022,3617
4298,5,0,1,1,employed,2022,3618
4299,9,0,1,0,employed,2022,3619
4300,13,1,1,1,employed,2022,3620
4301,29,1,1,1,employed,2022,3621
4302,18,0,1,1,unemployed,2022,3622
4303,28,0,1,1,employed,2022,3623
4304,18,1,1,0,employed,2022,3624
4305,25,1,0,1,unemployed,2022,3625
4306,31,0,1,1,employed,2022,3626
4307,4,1,1,0,unemployed,2022,3627
4308,11,1,0,0,unemployed,2022,3628
4309,5,0,1,1,below_minimum_legal_work_age,2022,3629
4310,17,0,1,1,employed,2022,3630
4311,11,1,1,1,employed,2022,3631
4312,30,0,1,1,employed,2022,3632
4313,32,1,0,0,below_minimum_legal_work_age,2022,3633
4314,20,1,1,0,unemployed,2022,3634
4315,22,1,1,0,unemployed,2022,3635
4316,20,1,1,0,unemployed,2022,3636
4317,19,1,1,1,below_minimum_legal_work_age,2022,3637
4318,17,1,1,0,employed,2022,3638
4319,39,1,1,1,employed,2022,3639
4320,4,0,0,1,below_minimum_legal_work_age,2022,3640
4321,10,0,1,1,unemployed,2022,3641
4322,11,1,1,0,unemployed,2022,3642
4323,13,1,1,1,employed,2022,3643
4324,7,1,1,0,employed,2022,3644
4325,37,1,1,1,employed,2022,3645
4326,20,0,1,1,employed,2022,3646
4327,21,0,1,0,unemployed,2022,3647
4328,6,1,0,0,employed,2022,3648
4329,38,1,1,1,employed,2022,3649
4330,4,1,1,1,employed,2022,3650
4331,7,1,1,0,employed,2022,3651
4332,10,0,0,1,employed,2022,3652
4333,29,1,0,1,employed,2022,3653
4334,13,1,0,0,employed,2022,3654
4335,12,1,1,1,employed,2022,3655
4336,8,1,0,0,unemployed,2022,3656
4337,12,1,0,1,employed,2022,3657
4338,7,1,0,0,unemployed,2022,3658
4339,11,1,0,1,employed,2022,3659
4340,15,1,1,1,employed,2022,3660
4341,12,1,1,1,unemployed,2022,3661
4342,27,1,1,0,unemployed,2022,3662
4343,13,1,1,1,unemployed,2022,3663
4344,21,1,1,1,employed,2022,3664
4345,10,1,0,1,unemployed,2022,3665
4346,27,1,1,0,employed,2022,3666
4347,7,1,1,0,employed,2022,3667
4348,37,1,0,1,below_minimum_legal_work_age,2022,3668
4349,27,1,0,1,employed,2022,3669
4350,8,1,0,0,employed,2022,3670
4351,25,1,1,0,unemployed,2022,3671
4352,7,1,1,0,employed,2022,3672
4353,28,1,1,1,employed,2022,3673
4354,12,1,1,1,employed,2022,3674
4355,20,0,1,0,employed,2022,3675
4356,9,1,1,1,employed,2022,3676
4357,11,1,0,1,employed,2022,3677
4358,28,1,1,1,employed,2022,3678
4359,29,1,0,1,employed,2022,3679
4360,12,1,1,0,below_minimum_legal_work_age,2022,3680
4361,9,1,1,0,unemployed,2022,3334
4362,8,0,1,0,employed,2022,3369
4363,23,1,1,1,employed,2022,3428
4364,9,1,1,0,unemployed,2022,3225
4365,12,1,1,0,employed,2022,3390
4366,23,1,1,0,employed,2022,3486
4367,15,1,1,1,employed,2022,3241
4368,23,1,1,1,employed,2022,3485
4369,6,1,1,0,unemployed,2022,3111
4370,33,0,1,1,unemployed,2022,3227
4371,6,1,1,1,employed,2022,3265
4372,10,1,1,0,unemployed,2022,3145
4373,9,1,1,0,unemployed,2022,3311
4374,30,1,1,0,unemployed,2022,3070
4375,9,1,1,0,employed,2022,3343
4376,22,1,1,1,below minimum working age,2022,3098
4377,31,1,1,1,unemployed,2022,3162
4378,8,1,0,0,employed,2022,3492
4379,26,1,1,1,unemployed,2022,3472
4380,12,1,1,0,unemployed,2022,3112
4381,17,1,1,0,unemployed,2022,3463
4382,28,1,1,0,employed,2022,3003
4383,5,1,1,1,employed,2022,3218
4384,5,1,1,1,unemployed,2022,3518
4385,34,1,1,0,employed,2022,3330
4386,9,1,1,1,below minimum working age,2022,3041
4387,6,1,1,0,employed,2022,3359
4388,19,1,1,1,employed,2022,3058
4389,9,1,0,1,employed,2022,3056
4390,7,1,1,1,unemployed,2022,3187
4391,40,1,1,0,employed,2022,3477
4392,7,1,1,0,employed,2022,3457
4393,19,1,1,0,unemployed,2022,3176
4394,20,1,1,0,employed,2022,3099
4395,31,1,1,0,employed,2022,3378
4396,10,1,1,0,unemployed,2022,3317
4397,23,1,1,1,employed,2022,3042
4398,7,1,1,1,unemployed,2022,3414
4399,5,0,0,1,employed,2022,3478
4400,18,1,1,1,employed,2022,3132
4401,19,0,1,1,unemployed,2023,3681
4402,39,1,1,0,employed,2023,3682
4403,7,0,0,1,employed,2023,3683
4404,12,0,0,1,unemployed,2023,3684
4405,18,1,1,1,employed,2023,3685
4406,32,1,1,1,employed,2023,3686
4407,19,1,0,1,employed,2023,3687
4408,11,0,0,0,employed,2023,3688
4409,8,1,0,1,below_minimum_legal_work_age,2023,3689
4410,15,0,0,1,unemployed,2023,3690
4411,21,1,0,1,employed,2023,3691
4412,5,1,1,0,unemployed,2023,3692
4413,8,1,1,1,employed,2023,3693
4414,12,1,1,0,employed,2023,3694
4415,9,1,1,1,employed,2023,3695
4416,12,1,0,1,unemployed,2023,3696
4417,26,1,1,0,unemployed,2023,3697
4418,33,1,0,1,unemployed,2023,3698
4419,16,1,1,1,employed,2023,3699
4420,6,0,1,1,employed,2023,3700
4421,7,1,0,1,below_minimum_legal_work_age,2023,3701
4422,22,1,1,1,employed,2023,3702
4423,36,1,1,1,unemployed,2023,3703
4424,13,1,1,0,employed,2023,3704
4425,40,0,0,1,employed,2023,3705
4426,40,1,0,0,unemployed,2023,3706
4427,26,0,1,1,unemployed,2023,3707
4428,29,1,1,0,employed,2023,3708
4429,16,0,1,1,employed,2023,3709
4430,30,1,0,0,employed,2023,3710
4431,6,1,1,0,employed,2023,3711
4432,12,1,1,1,unemployed,2023,3712
4433,35,0,1,1,unemployed,2023,3713
4434,13,1,0,0,employed,2023,3714
4435,16,1,0,1,employed,2023,3715
4436,7,1,1,1,unemployed,2023,3716
4437,13,1,1,0,employed,2023,3717
4438,34,1,0,0,employed,2023,3718
4439,27,1,0,1,employed,2023,3719
4440,12,0,1,1,employed,2023,3720
4441,26,1,1,0,unemployed,2023,3721
4442,5,0,1,1,employed,2023,3722
4443,11,1,0,1,employed,2023,3723
4444,9,1,1,1,unemployed,2023,3724
4445,5,0,0,0,below_minimum_legal_work_age,2023,3725
4446,7,1,0,1,unemployed,2023,3726
4447,11,1,0,1,unemployed,2023,3727
4448,7,1,0,0,unemployed,2023,3728
4449,39,1,1,1,employed,2023,3729
4450,16,1,1,0,employed,2023,3730
4451,6,0,0,1,employed,2023,3731
4452,6,1,1,0,employed,2023,3732
4453,40,0,0,1,below_minimum_legal_work_age,2023,3733
4454,36,1,1,1,employed,2023,3734
4455,39,1,1,1,unemployed,2023,3735
4456,20,1,1,1,employed,2023,3736
4457,37,1,0,1,employed,2023,3737
4458,37,0,1,1,unemployed,2023,3738
4459,9,0,0,0,employed,2023,3739
4460,10,1,0,1,employed,2023,3740
4461,38,1,0,1,employed,2023,3741
4462,5,1,0,1,unemployed,2023,3742
4463,36,1,0,1,employed,2023,3743
4464,19,1,1,1,unemployed,2023,3744
4465,9,1,1,1,employed,2023,3745
4466,36,1,1,1,employed,2023,3746
4467,39,1,1,1,unemployed,2023,3747
4468,31,0,1,1,unemployed,2023,3748
4469,33,1,0,0,employed,2023,3749
4470,13,1,0,1,unemployed,2023,3750
4471,30,0,1,1,employed,2023,3751
4472,11,1,1,0,unemployed,2023,3752
4473,10,1,1,0,unemployed,2023,3753
4474,40,1,0,1,employed,2023,3754
4475,20,1,0,1,employed,2023,3755
4476,6,0,1,0,unemployed,2023,3756
4477,11,1,1,1,unemployed,2023,3757
4478,11,0,1,1,employed,2023,3758
4479,10,1,1,0,unemployed,2023,3759
4480,5,0,1,1,employed,2023,3760
4481,35,1,1,1,employed,2023,3761
4482,6,1,1,0,employed,2023,3762
4483,13,1,1,1,unemployed,2023,3763
4484,36,1,1,0,employed,2023,3764
4485,35,1,1,0,employed,2023,3765
4486,19,1,0,1,employed,2023,3766
4487,12,1,0,1,employed,2023,3767
4488,34,0,1,1,employed,2023,3768
4489,4,0,1,1,employed,2023,3769
4490,7,0,1,0,employed,2023,3770
4491,5,1,1,1,employed,2023,3771
4492,14,0,1,0,unemployed,2023,3772
4493,11,1,1,1,unemployed,2023,3773
4494,4,1,1,1,unemployed,2023,3774
4495,19,1,1,0,unemployed,2023,3775
4496,13,1,0,0,employed,2023,3776
4497,17,1,1,0,employed,2023,3777
4498,11,1,1,1,unemployed,2023,3778
4499,39,1,1,1,employed,2023,3779
4500,11,1,1,1,employed,2023,3780
4501,27,1,0,0,unemployed,2023,3781
4502,8,1,1,1,employed,2023,3782
4503,10,1,0,1,unemployed,2023,3783
4504,16,1,0,1,unemployed,2023,3784
4505,10,1,1,1,unemployed,2023,3785
4506,11,1,0,1,employed,2023,3786
4507,9,1,1,0,employed,2023,3787
4508,6,1,0,0,employed,2023,3788
4509,36,1,1,0,employed,2023,3789
4510,7,0,1,1,employed,2023,3790
4511,16,1,1,1,unemployed,2023,3791
4512,19,1,1,0,unemployed,2023,3792
4513,20,1,1,0,employed,2023,3793
4514,28,1,0,0,below_minimum_legal_work_age,2023,3794
4515,18,0,1,1,unemployed,2023,3795
4516,21,1,1,0,employed,2023,3796
4517,33,0,1,1,employed,2023,3797
4518,29,1,0,0,unemployed,2023,3798
4519,22,1,0,0,employed,2023,3799
4520,18,1,1,1,employed,2023,3800
4521,8,0,1,1,employed,2023,3801
4522,13,1,0,0,unemployed,2023,3802
4523,7,1,1,1,employed,2023,3803
4524,36,0,1,1,employed,2023,3804
4525,36,0,1,0,employed,2023,3805
4526,4,1,1,1,employed,2023,3806
4527,7,0,0,1,employed,2023,3807
4528,7,1,1,1,unemployed,2023,3808
4529,6,1,1,1,employed,2023,3809
4530,11,1,1,1,unemployed,2023,3810
4531,36,1,0,1,unemployed,2023,3811
4532,5,1,1,0,unemployed,2023,3812
4533,15,0,1,1,employed,2023,3813
4534,36,0,0,0,unemployed,2023,3814
4535,7,1,0,1,employed,2023,3815
4536,30,0,0,1,employed,2023,3816
4537,6,1,1,0,unemployed,2023,3817
4538,8,1,1,0,unemployed,2023,3818
4539,38,1,1,1,below_minimum_legal_work_age,2023,3819
4540,28,1,1,1,unemployed,2023,3820
4541,9,0,0,1,unemployed,2023,3821
4542,36,1,1,1,unemployed,2023,3822
4543,6,0,1,1,unemployed,2023,3823
4544,20,0,0,1,unemployed,2023,3824
4545,28,1,1,0,unemployed,2023,3825
4546,32,0,0,0,unemployed,2023,3826
4547,4,1,1,1,employed,2023,3827
4548,11,1,1,1,employed,2023,3828
4549,20,1,0,1,employed,2023,3829
4550,27,0,1,0,unemployed,2023,3830
4551,37,0,0,1,unemployed,2023,3831
4552,15,1,1,1,unemployed,2023,3832
4553,12,1,0,0,below_minimum_legal_work_age,2023,3833
4554,30,1,1,1,employed,2023,3834
4555,23,1,1,0,employed,2023,3835
4556,6,1,0,1,employed,2023,3836
4557,26,1,0,0,employed,2023,3837
4558,22,0,1,1,employed,2023,3838
4559,15,1,1,1,employed,2023,3839
4560,24,0,1,0,employed,2023,3840
4561,9,1,1,0,employed,2023,3043
4562,8,1,1,0,employed,2023,3055
4563,12,1,1,1,employed,2023,3534
4564,33,1,1,0,employed,2023,3331
4565,10,1,1,0,employed,2023,3492
4566,17,1,1,0,employed,2023,3378
4567,34,1,1,0,below minimum working age,2023,3106
4568,29,1,1,0,employed,2023,3554
4569,28,1,1,0,employed,2023,3155
4570,5,0,1,0,unemployed,2023,3169
4571,32,0,1,0,employed,2023,3647
4572,11,1,1,0,employed,2023,3308
4573,10,1,1,1,employed,2023,3271
4574,9,1,1,0,unemployed,2023,3262
4575,9,1,1,1,unemployed,2023,3593
4576,24,0,0,0,employed,2023,3303
4577,14,1,0,0,employed,2023,3367
4578,32,1,1,1,employed,2023,3386
4579,6,1,1,0,employed,2023,3562
4580,8,1,1,1,unemployed,2023,3242
4581,18,1,1,0,employed,2023,3375
4582,20,1,1,0,employed,2023,3610
4583,26,1,1,0,employed,2023,3586
4584,12,1,1,0,unemployed,2023,3248
4585,34,1,1,1,employed,2023,3422
4586,31,1,1,0,unemployed,2023,3486
4587,21,1,1,0,employed,2023,3470
4588,6,1,0,0,employed,2023,3210
4589,37,1,0,0,unemployed,2023,3024
4590,27,1,1,0,employed,2023,3001
4591,10,1,0,0,unemployed,2023,3364
4592,23,1,1,0,below minimum working age,2023,3252
4593,32,1,1,0,employed,2023,3605
4594,32,1,1,0,employed,2023,3380
4595,5,1,1,1,employed,2023,3033
4596,8,1,1,0,employed,2023,3369
4597,30,1,1,0,unemployed,2023,3566
4598,18,1,1,0,unemployed,2023,3338
4599,5,1,1,0,employed,2023,3667
4600,11,0,1,0,employed,2023,3602
4601,10,0,0,1,employed,2024,3841
4602,12,1,1,1,employed,2024,3842
4603,37,1,0,1,unemployed,2024,3843
4604,12,0,1,0,employed,2024,3844
4605,35,1,0,1,employed,2024,3845
4606,21,1,1,0,unemployed,2024,3846
4607,10,1,1,1,employed,2024,3847
4608,6,0,1,0,unemployed,2024,3848
4609,8,1,1,0,employed,2024,3849
4610,5,1,1,0,employed,2024,3850
4611,9,0,1,1,employed,2024,3851
4612,8,1,1,0,below_minimum_legal_work_age,2024,3852
4613,6,0,0,1,employed,2024,3853
4614,15,1,0,1,unemployed,2024,3854
4615,38,1,1,1,employed,2024,3855
4616,23,1,0,0,employed,2024,3856
4617,7,0,1,0,unemployed,2024,3857
4618,30,0,1,1,employed,2024,3858
4619,28,1,0,0,unemployed,2024,3859
4620,8,1,1,0,employed,2024,3860
4621,30,1,1,1,employed,2024,3861
4622,38,1,1,1,employed,2024,3862
4623,20,1,0,1,employed,2024,3863
4624,21,1,1,0,employed,2024,3864
4625,10,1,1,0,employed,2024,3865
4626,15,1,1,1,employed,2024,3866
4627,15,1,1,0,unemployed,2024,3867
4628,23,1,1,1,unemployed,2024,3868
4629,8,1,0,0,employed,2024,3869
4630,7,1,0,0,unemployed,2024,3870
4631,22,1,0,1,unemployed,2024,3871
4632,33,1,0,1,employed,2024,3872
4633,18,1,0,1,employed,2024,3873
4634,35,1,1,0,employed,2024,3874
4635,6,1,1,1,unemployed,2024,3875
4636,9,1,1,1,employed,2024,3876
4637,10,1,0,0,unemployed,2024,3877
4638,28,1,0,1,employed,2024,3878
4639,4,1,1,0,employed,2024,3879
4640,40,1,1,1,employed,2024,3880
4641,30,1,1,1,employed,2024,3881
4642,37,0,1,0,employed,2024,3882
4643,31,1,1,0,unemployed,2024,3883
4644,24,1,1,1,unemployed,2024,3884
4645,6,1,0,1,employed,2024,3885
4646,16,1,0,1,employed,2024,3886
4647,24,1,0,0,unemployed,2024,3887
4648,23,1,0,1,unemployed,2024,3888
4649,29,1,1,1,employed,2024,3889
4650,14,1,0,0,below_minimum_legal_work_age,2024,3890
4651,9,1,0,1,employed,2024,3891
4652,12,0,1,1,unemployed,2024,3892
4653,37,0,1,0,unemployed,2024,3893
4654,12,0,1,1,unemployed,2024,3894
4655,16,0,0,1,employed,2024,3895
4656,17,1,1,0,unemployed,2024,3896
4657,4,1,1,1,employed,2024,3897
4658,23,1,1,1,employed,2024,3898
4659,5,1,0,1,unemployed,2024,3899
4660,8,1,1,0,employed,2024,3900
4661,30,1,1,1,employed,2024,3901
4662,5,0,1,1,employed,2024,3902
4663,25,1,0,0,employed,2024,3903
4664,35,1,1,1,employed,2024,3904
4665,8,1,1,0,unemployed,2024,3905
4666,11,1,1,0,employed,2024,3906
4667,27,0,0,0,employed,2024,3907
4668,40,0,0,0,employed,2024,3908
4669,15,1,1,0,unemployed,2024,3909
4670,6,1,0,1,unemployed,2024,3910
4671,9,1,1,1,employed,2024,3911
4672,14,1,1,1,employed,2024,3912
4673,13,0,1,1,employed,2024,3913
4674,22,1,0,0,employed,2024,3914
4675,4,1,1,0,unemployed,2024,3915
4676,5,1,1,1,employed,2024,3916
4677,28,1,0,0,below_minimum_legal_work_age,2024,3917
4678,8,1,1,1,unemployed,2024,3918
4679,10,1,1,1,employed,2024,3919
4680,7,0,1,1,employed,2024,3920
4681,7,1,1,1,employed,2024,3921
4682,8,1,1,0,employed,2024,3922
4683,12,1,1,0,employed,2024,3923
4684,34,0,0,0,employed,2024,3924
4685,7,1,0,0,unemployed,2024,3925
4686,21,0,1,1,unemployed,2024,3926
4687,10,1,1,1,employed,2024,3927
4688,5,0,1,0,unemployed,2024,3928
4689,12,1,0,0,employed,2024,3929
4690,20,1,0,0,employed,2024,3930
4691,36,0,0,1,unemployed,2024,3931
4692,4,0,0,1,employed,2024,3932
4693,38,1,0,1,employed,2024,3933
4694,5,1,1,1,employed,2024,3934
4695,10,1,1,0,unemployed,2024,3935
4696,7,1,1,1,unemployed,2024,3936
4697,9,1,1,1,unemployed,2024,3937
4698,24,1,0,1,unemployed,2024,3938
4699,25,1,1,0,employed,2024,3939
4700,13,1,0,1,employed,2024,3940
4701,29,1,1,0,employed,2024,3941
4702,18,1,1,0,unemployed,2024,3942
4703,5,1,0,1,employed,2024,3943
4704,34,1,0,1,unemployed,2024,3944
4705,10,1,0,1,unemployed,2024,3945
4706,17,1,1,0,employed,2024,3946
4707,6,0,1,1,employed,2024,3947
4708,13,1,1,0,employed,2024,3948
4709,25,1,1,0,below_minimum_legal_work_age,2024,3949
4710,13,0,1,1,unemployed,2024,3950
4711,27,1,0,0,employed,2024,3951
4712,21,0,0,1,employed,2024,3952
4713,9,1,1,1,unemployed,2024,3953
4714,9,1,1,0,employed,2024,3954
4715,11,0,1,1,employed,2024,3955
4716,33,1,0,0,employed,2024,3956
4717,10,0,1,1,unemployed,2024,3957
4718,8,1,1,1,unemployed,2024,3958
4719,39,1,0,1,unemployed,2024,3959
4720,6,1,1,0,unemployed,2024,3960
4721,18,1,1,0,unemployed,2024,3961
4722,13,1,1,1,below_minimum_legal_work_age,2024,3962
4723,25,1,1,1,employed,2024,3963
4724,24,1,1,1,below_minimum_legal_work_age,2024,3964
4725,4,0,0,0,unemployed,2024,3965
4726,26,1,0,0,employed,2024,3966
4727,13,1,1,1,employed,2024,3967
4728,5,1,1,0,unemployed,2024,3968
4729,8,1,1,0,unemployed,2024,3969
4730,35,0,1,1,employed,2024,3970
4731,7,1,1,1,unemployed,2024,3971
4732,9,1,1,1,employed,2024,3972
4733,6,1,1,1,unemployed,2024,3973
4734,12,1,1,1,unemployed,2024,3974
4735,38,1,1,0,employed,2024,3975
4736,23,1,1,0,employed,2024,3976
4737,12,1,1,1,employed,2024,3977
4738,8,0,1,0,employed,2024,3978
4739,13,1,0,1,employed,2024,3979
4740,24,1,1,1,unemployed,2024,3980
4741,16,1,1,1,employed,2024,3981
4742,14,1,0,1,employed,2024,3982
4743,7,1,1,0,employed,2024,3983
4744,34,1,1,1,employed,2024,3984
4745,7,1,0,1,employed,2024,3985
4746,7,1,0,1,unemployed,2024,3986
4747,20,1,0,1,unemployed,2024,3987
4748,17,1,0,1,below_minimum_legal_work_age,2024,3988
4749,11,0,1,0,employed,2024,3989
4750,4,1,1,1,employed,2024,3990
4751,27,1,1,1,employed,2024,3991
4752,8,1,0,1,employed,2024,3992
4753,9,1,1,0,below_minimum_legal_work_age,2024,3993
4754,13,1,1,0,employed,2024,3994
4755,24,1,0,1,employed,2024,3995
4756,23,1,1,0,employed,2024,3996
4757,10,1,0,1,unemployed,2024,3997
4758,27,0,0,1,employed,2024,3998
4759,18,1,0,1,below_minimum_legal_work_age,2024,3999
4760,4,0,1,1,unemployed,2024,4000
4761,8,1,1,0,unemployed,2024,3268
4762,8,0,1,0,employed,2024,3016
4763,10,1,1,0,employed,2024,3701
4764,9,0,1,1,employed,2024,3443
4765,8,1,1,1,unemployed,2024,3402
4766,30,0,1,0,employed,2024,3840
4767,7,1,1,0,employed,2024,3600
4768,8,1,1,0,employed,2024,3077
4769,11,1,1,0,employed,2024,3553
4770,36,1,0,0,employed,2024,3612
4771,9,0,1,0,employed,2024,3444
4772,28,1,1,0,unemployed,2024,3001
4773,9,1,1,0,employed,2024,3020
4774,8,1,1,0,unemployed,2024,3431
4775,36,1,1,1,unemployed,2024,3499
4776,22,1,1,1,unemployed,2024,3091
4777,8,1,1,1,below minimum working age,2024,3142
4778,7,1,1,0,employed,2024,3694
4779,6,1,0,0,below minimum working age,2024,3725
4780,30,0,1,0,unemployed,2024,3082
4781,23,1,1,1,employed,2024,3608
4782,32,1,1,0,unemployed,2024,3569
4783,22,1,0,0,unemployed,2024,3377
4784,7,1,1,0,employed,2024,3173
4785,17,1,1,0,employed,2024,3427
4786,10,1,1,0,employed,2024,3342
4787,29,0,1,0,employed,2024,3483
4788,31,1,1,1,employed,2024,3066
4789,9,1,1,0,unemployed,2024,3083
4790,8,1,1,0,employed,2024,3670
4791,10,1,1,1,employed,2024,3088
4792,7,1,1,1,employed,2024,3218
4793,27,1,1,0,unemployed,2024,3775
4794,10,1,1,1,unemployed,2024,3808
4795,11,1,0,1,employed,2024,3579
4796,12,1,1,1,employed,2024,3207
4797,5,1,1,0,employed,2024,3100
4798,13,1,1,1,employed,2024,3153
4799,37,1,0,0,employed,2024,3126
4800,5,1,1,1,unemployed,2024,3396
4801,12,1,1,1,unemployed,2019,4001
4802,7,1,0,1,unemployed,2019,4002
4803,25,1,0,0,employed,2019,4003
4804,11,1,0,1,employed,2019,4004
4805,15,1,1,1,below_minimum_legal_work_age,2019,4005
4806,9,0,1,1,employed,2019,4006
4807,8,0,1,1,unemployed,2019,4007
4808,10,1,1,0,employed,2019,4008
4809,13,1,1,1,unemployed,2019,4009
4810,6,1,1,1,unemployed,2019,4010
4811,13,0,0,1,employed,2019,4011
4812,13,0,1,1,employed,2019,4012
4813,12,0,0,1,employed,2019,4013
4814,13,1,0,0,unemployed,2019,4014
4815,4,1,0,1,employed,2019,4015
4816,14,1,1,1,unemployed,2019,4016
4817,12,1,0,1,unemployed,2019,4017
4818,19,1,1,1,employed,2019,4018
4819,11,1,1,1,employed,2019,4019
4820,13,1,1,1,employed,2019,4020
4821,8,1,0,1,employed,2019,4021
4822,11,1,1,1,below_minimum_legal_work_age,2019,4022
4823,13,1,1,1,below_minimum_legal_work_age,2019,4023
4824,9,1,1,1,employed,2019,4024
4825,12,1,0,0,unemployed,2019,4025
4826,28,1,1,1,unemployed,2019,4026
4827,20,1,0,1,unemployed,2019,4027
4828,6,0,1,1,below_minimum_legal_work_age,2019,4028
4829,33,1,1,1,below_minimum_legal_work_age,2019,4029
4830,16,1,1,1,employed,2019,4030
4831,10,1,1,1,employed,2019,4031
4832,13,1,0,0,below_minimum_legal_work_age,2019,4032
4833,20,1,1,1,unemployed,2019,4033
4834,8,1,1,1,employed,2019,4034
4835,6,0,1,1,unemployed,2019,4035
4836,38,1,1,1,unemployed,2019,4036
4837,5,1,0,0,unemployed,2019,4037
4838,12,1,1,1,employed,2019,4038
4839,9,1,0,0,employed,2019,4039
4840,7,1,0,0,employed,2019,4040
4841,12,1,1,1,employed,2019,4041
4842,5,1,1,1,employed,2019,4042
4843,12,0,0,0,employed,2019,4043
4844,8,1,0,0,unemployed,2019,4044
4845,12,1,0,1,employed,2019,4045
4846,12,0,0,1,employed,2019,4046
4847,21,1,0,1,employed,2019,4047
4848,7,1,1,1,unemployed,2019,4048
4849,36,0,1,1,employed,2019,4049
4850,4,1,0,1,employed,2019,4050
4851,9,1,0,1,employed,2019,4051
4852,12,0,0,1,unemployed,2019,4052
4853,5,0,1,1,unemployed,2019,4053
