personal_id,date_of_birth,sex,lives_in_region_id
3131,1964-10-08,male,SSD004
3132,1972-05-28,prefer not to say,SSD004
3133,1952-04-09,female,SSD004
3134,1973-09-15,male,SSD004
3135,1973-03-06,male,SSD004
3136,1947-04-07,female,SSD004
3137,1980-09-03,male,SSD004
3138,1960-07-30,male,SSD004
3139,1972-05-20,female,SSD004
3140,1952-06-20,female,SSD004
3141,1999-01-24,male,SSD004
3142,2008-09-16,male,SSD004
3143,1976-11-07,female,SSD004
3144,2000-07-21,female,SSD004
3145,1978-10-23,male,SSD004
3146,1964-08-14,female,SSD004
3147,1961-04-23,male,SSD004
3148,1955-01-03,male,SSD004
3149,1983-09-17,female,SSD004
3150,1949-07-03,male,SSD004
3151,1990-10-14,male,SSD004
3152,1998-02-22,female,SSD004
3153,1961-11-12,male,SSD004
3154,1957-10-10,female,SSD004
3155,1983-09-18,female,SSD004
3156,1994-08-27,male,SSD004
3157,1987-09-29,female,SSD004
3158,1974-07-02,female,SSD004
3159,1960-04-14,female,SSD004
3160,2000-11-28,male,SSD004
3161,2004-01-27,male,SSD004
3162,1952-12-29,female,SSD004
3163,2007-05-04,female,SSD004
3164,1980-04-27,female,SSD004
3165,2005-01-05,male,SSD004
3166,1955-04-04,male,SSD004
3167,1955-01-25,female,SSD004
3168,1971-12-20,female,SSD004
3169,1946-09-21,male,SSD004
3170,1984-03-28,male,SSD004
3171,1994-07-13,female,SSD004
3172,1957-09-27,male,SSD004
3173,1969-07-13,male,SSD004
3174,1976-10-09,female,SSD004
3175,1959-07-21,male,SSD004
3176,1944-04-11,female,SSD004
3177,1972-08-20,male,SSD004
3178,1991-10-26,male,SSD004
3179,1962-11-30,male,SSD004
3180,1979-04-24,female,SSD004
3181,2005-11-29,prefer not to say,SSD004
3182,1985-12-16,female,SSD004
3183,1975-01-02,female,SSD004
3184,1966-01-30,female,SSD004
3185,1961-01-16,male,SSD004
3186,1989-12-06,female,SSD004
3187,1954-04-03,male,SSD004
3188,1982-04-07,male,SSD004
3189,1973-08-15,male,SSD004
3190,1995-05-27,female,SSD004
3191,2002-05-25,female,SSD004
3192,1951-01-06,female,SSD004
3193,1995-06-19,female,SSD004
3194,1970-06-11,female,SSD004
3195,1985-03-28,female,SSD004
3196,1974-10-04,male,SSD004
3197,2008-04-30,male,SSD004
3198,1996-06-01,male,SSD004
3199,1977-10-06,female,SSD004
3200,1952-10-02,male,SSD004
3201,2007-05-23,female,SSD004
3202,1988-09-15,male,SSD004
3203,1994-10-10,female,SSD004
3204,2003-09-13,female,SSD004
3205,1952-02-21,male,SSD004
3206,1992-07-06,female,SSD004
3207,1964-09-06,male,SSD004
3208,1979-02-17,female,SSD004
3209,1967-03-21,male,SSD004
3210,1965-04-30,male,SSD004
3211,1945-11-27,female,SSD004
3212,2001-03-28,female,SSD004
3213,1980-07-10,female,SSD004
3214,1995-05-29,male,SSD004
3215,1954-02-19,female,SSD004
3216,1960-10-27,female,SSD004
3217,1969-02-17,female,SSD004
3218,1965-04-29,male,SSD004
3219,2000-08-05,male,SSD004
3220,1962-10-24,male,SSD004
3221,1956-12-20,female,SSD004
3222,1974-07-19,male,SSD004
3223,2009-03-23,male,SSD004
3224,2003-04-30,male,SSD004
3225,2002-12-24,male,SSD004
3226,1959-11-06,male,SSD004
3227,1944-12-10,female,SSD004
3228,2009-01-29,female,SSD004
3229,1958-12-13,female,SSD004
3230,1951-10-11,male,SSD004
3231,1997-12-21,female,SSD004
3232,1982-11-23,female,SSD004
3233,1973-01-02,female,SSD004
3234,1944-09-08,male,SSD004
3235,1953-04-28,male,SSD004
3236,1966-12-12,female,SSD004
3237,1953-06-24,male,SSD004
3238,1971-07-14,male,SSD004
3239,1959-01-04,female,SSD004
3240,1960-06-01,female,SSD004
3241,1993-12-05,prefer not to say,SSD004
3242,1957-01-18,male,SSD004
3243,1959-05-29,male,SSD004
3244,1956-10-09,male,SSD004
3245,1987-09-25,male,SSD004
3246,2003-10-30,female,SSD004
3247,2003-05-28,female,SSD004
3248,1946-11-29,male,SSD004
3249,1973-01-25,male,SSD004
3250,1990-08-06,female,SSD004
3251,2004-08-17,female,SSD004
3252,2009-01-25,female,SSD004
3253,1966-09-15,male,SSD004
3254,1962-08-29,male,SSD004
3255,1947-12-17,male,SSD004
3256,2000-06-15,female,SSD004
3257,1958-09-20,female,SSD004
3258,1953-01-11,female,SSD004
3259,1994-04-30,female,SSD004
3260,1971-11-20,male,SSD004
3261,1997-09-16,female,SSD004
3262,1981-10-28,male,SSD004
3263,2007-03-21,female,SSD004
3264,1981-02-21,female,SSD004
3265,1968-05-05,male,SSD004
3266,1981-11-22,female,SSD004
3267,1991-10-14,male,SSD004
3268,1950-09-26,male,SSD004
3269,2001-03-03,male,SSD004
3270,1957-09-30,male,SSD004
3271,1962-12-18,male,SSD004
3272,1980-08-13,female,SSD004
3273,1976-03-23,male,SSD004
3274,1977-06-02,female,SSD004
3275,1957-08-18,male,SSD004
3276,1993-08-02,female,SSD004
3277,1966-06-16,male,SSD004
3278,1982-11-06,male,SSD004
3279,1990-03-18,male,SSD004
3280,1948-10-22,male,SSD004
3281,1997-06-26,male,SSD004
3282,1984-04-11,male,SSD004
3283,2003-11-29,male,SSD004
3284,2008-03-09,female,SSD004
3285,1975-03-07,male,SSD004
3286,1962-03-14,female,SSD004
3287,1971-12-08,male,SSD004
3288,1953-11-10,female,SSD004
3289,2004-02-20,male,SSD004
3290,1982-07-04,female,SSD004
3291,1992-12-16,female,SSD004
3292,1970-10-09,female,SSD004
3293,1953-06-05,prefer not to say,SSD004
3294,1985-04-26,female,SSD004
3295,1944-01-21,male,SSD004
3296,2006-03-24,female,SSD004
3297,1991-05-20,male,SSD004
3298,1971-09-11,female,SSD004
3299,1944-02-08,female,SSD004
3300,1985-09-10,female,SSD004
3301,2005-09-14,female,SSD004
3302,1956-05-07,female,SSD004
3303,1981-09-03,female,SSD004
3304,1993-05-29,male,SSD004
3305,2009-10-06,female,SSD004
3306,1954-02-20,female,SSD004
3307,1954-11-28,male,SSD004
3308,1998-10-06,male,SSD004
3309,1959-12-17,female,SSD004
3310,1955-02-01,female,SSD004
3311,1953-05-25,male,SSD004
3312,2006-04-20,female,SSD004
3313,1965-01-28,male,SSD004
3314,1955-09-14,female,SSD004
3315,1964-07-10,female,SSD004
3316,1966-08-16,female,SSD004
3317,1948-09-20,male,SSD004
3318,1963-09-27,female,SSD004
3319,1957-01-31,male,SSD004
3320,1992-12-22,female,SSD004
3321,1964-09-02,male,SSD004
3322,1956-08-22,female,SSD004
3323,1974-11-18,male,SSD004
3324,2007-05-22,female,SSD004
3325,1946-01-27,female,SSD004
3326,1947-08-06,female,SSD004
3327,1963-01-15,male,SSD004
3328,1954-04-29,female,SSD004
3329,1977-04-26,female,SSD004
3330,1996-06-12,female,SSD004
3331,1959-09-16,female,SSD004
3332,1993-02-01,male,SSD004
3333,1984-04-20,male,SSD004
3334,1951-06-21,male,SSD004
3335,1984-08-26,male,SSD004
3336,1996-12-03,male,SSD004
3337,2007-02-22,male,SSD004
3338,1973-08-05,female,SSD004
3339,1972-12-12,male,SSD004
3340,2000-05-13,female,SSD004
3341,1962-08-29,female,SSD004
3342,1969-04-21,male,SSD004
3343,1962-07-04,male,SSD004
3344,1949-12-11,male,SSD004
3345,1983-08-30,male,SSD004
3346,1974-02-06,male,SSD004
3347,1979-12-27,male,SSD004
3348,1980-11-14,male,SSD004
3349,1960-02-01,female,SSD004
3350,1955-09-15,female,SSD004
3351,1993-02-21,male,SSD004
3352,2003-04-01,female,SSD004
3353,1995-04-05,female,SSD004
3354,1988-02-29,male,SSD004
3355,1986-11-04,female,SSD004
3356,1970-03-26,female,SSD004
3357,1972-02-06,female,SSD004
3358,1994-07-02,female,SSD004
3359,1959-11-25,male,SSD004
3360,2007-08-03,female,SSD004
3361,1982-09-06,male,SSD004
3362,1945-04-08,male,SSD004
3363,1997-02-15,female,SSD004
3364,1953-09-04,male,SSD004
3365,2004-12-30,male,SSD004
3366,2009-12-14,female,SSD004
3367,1979-12-10,prefer not to say,SSD004
3368,1984-04-17,female,SSD004
3369,1988-03-09,male,SSD004
3370,1962-07-01,female,SSD004
3371,1988-03-21,female,SSD004
3372,1954-04-05,female,SSD004
3373,2009-09-18,female,SSD004
3374,1998-04-18,male,SSD004
3375,1971-01-06,female,SSD004
3376,2008-08-17,female,SSD004
3377,1948-06-16,female,SSD004
3378,1985-07-29,female,SSD004
3379,2001-12-04,female,SSD004
3380,2001-11-12,female,SSD004
3381,1958-07-26,male,SSD004
3382,1948-03-23,male,SSD004
3383,1947-09-09,male,SSD004
3384,1989-12-08,female,SSD004
3385,1946-07-12,male,SSD004
3386,1986-02-10,female,SSD004
3387,1988-03-29,female,SSD004
3388,1945-08-08,male,SSD004
3389,1995-01-05,female,SSD004
3390,1996-09-16,male,SSD004
3391,1948-11-07,male,SSD004
3392,1977-11-13,female,SSD004
3393,1947-03-21,male,SSD004
3394,1999-04-08,male,SSD004
3395,1994-01-16,female,SSD004
3396,1964-06-03,male,SSD004
3397,1976-01-31,female,SSD004
3398,2006-08-27,male,SSD004
3399,1969-11-27,male,SSD004
3400,1963-11-14,female,SSD004
3401,2003-05-04,male,SSD004
3402,1949-03-27,male,SSD004
3403,2002-11-15,male,SSD004
3404,1953-08-17,female,SSD004
3405,1960-11-02,prefer not to say,SSD004
3406,1970-01-15,male,SSD004
3407,1946-06-10,female,SSD004
3408,1946-03-27,female,SSD004
3409,1977-09-21,female,SSD004
3410,1983-10-06,male,SSD004
3411,1986-04-06,male,SSD004
3412,1953-09-20,female,SSD004
3413,1996-09-21,female,SSD004
3414,1945-03-12,male,SSD004
3415,1997-09-11,male,SSD004
3416,1964-09-13,male,SSD004
3417,1996-05-28,female,SSD004
3418,1971-06-07,male,SSD004
3419,1950-01-19,male,SSD004
3420,2006-01-26,male,SSD004
3421,2001-01-15,male,SSD004
3422,1976-08-20,female,SSD004
3423,1954-11-12,female,SSD004
3424,1996-11-23,female,SSD004
3425,1947-02-22,male,SSD004
3426,1965-11-26,female,SSD004
3427,1970-01-15,female,SSD004
3428,1976-07-18,female,SSD004
3429,1976-05-25,male,SSD004
3430,2009-06-28,male,SSD004
3431,1993-01-09,male,SSD004
3432,1984-06-04,male,SSD004
3433,2008-11-06,male,SSD004
3434,1978-08-29,male,SSD004
3435,2002-12-01,female,SSD004
3436,1967-01-19,male,SSD004
3437,1954-11-04,male,SSD004
3438,1985-03-05,male,SSD004
3439,1951-06-15,male,SSD004
3440,1958-06-07,female,SSD004
3441,2008-06-03,male,SSD004
3442,1969-12-03,male,SSD004
3443,1976-09-30,male,SSD004
3444,1995-06-05,male,SSD004
3445,1970-11-21,male,SSD004
3446,1991-03-09,female,SSD004
3447,1959-08-17,male,SSD004
3448,2003-08-12,male,SSD004
3449,1997-08-23,male,SSD004
3450,1959-04-23,female,SSD004
3451,1969-02-25,prefer not to say,SSD004
3452,1951-05-17,female,SSD004
3453,2003-12-09,male,SSD004
3454,1980-11-19,female,SSD004
3455,1974-08-14,female,SSD004
3456,1980-01-26,male,SSD004
3457,1966-12-21,male,SSD004
3458,1961-05-06,male,SSD004
3459,1947-07-12,female,SSD004
3460,1999-03-10,male,SSD004
3461,2000-02-07,male,SSD004
3462,1949-11-22,female,SSD004
3463,1945-10-13,female,SSD004
3464,1976-07-09,female,SSD004
3465,1998-11-16,female,SSD004
3466,1997-07-19,male,SSD004
3467,1962-04-19,male,SSD004
3468,1992-06-08,male,SSD004
3469,1952-10-24,female,SSD004
3470,1963-12-19,female,SSD004
3471,1958-06-03,male,SSD004
3472,1951-03-07,female,SSD004
3473,1984-08-30,female,SSD004
3474,1984-07-25,male,SSD004
3475,1978-03-10,male,SSD004
3476,1978-10-20,female,SSD004
3477,1967-05-17,female,SSD004
3478,2001-06-27,male,SSD004
3479,1979-05-24,female,SSD004
3480,1949-03-09,male,SSD004
3481,1972-03-27,male,SSD004
3482,1967-01-13,male,SSD004
3483,1978-12-13,female,SSD004
3484,1959-05-01,female,SSD004
3485,1964-05-03,female,SSD004
3486,1992-03-06,female,SSD004
3487,1999-01-29,male,SSD004
3488,1961-04-11,female,SSD004
3489,1996-04-12,male,SSD004
3490,1976-07-11,male,SSD004
3491,1964-05-31,female,SSD004
3492,1998-10-10,male,SSD004
3493,1954-11-26,male,SSD004
3494,2008-10-19,female,SSD004
3495,1995-06-18,female,SSD004
3496,1973-05-31,male,SSD004
3497,1964-07-21,female,SSD004
3498,1950-07-13,female,SSD004
3499,1953-07-10,female,SSD004
3500,1999-04-07,male,SSD004
3501,1985-02-13,female,SSD004
3502,1954-01-26,male,SSD004
3503,1982-05-13,male,SSD004
3504,2002-09-01,male,SSD004
3505,2004-02-11,male,SSD004
3506,1974-07-24,male,SSD004
3507,2001-01-08,male,SSD004
3508,1949-09-05,male,SSD004
3509,1995-12-08,male,SSD004
3510,2006-05-24,female,SSD004
3511,1987-10-14,male,SSD004
3512,2006-07-18,male,SSD004
3513,1947-02-24,female,SSD004
3514,1995-12-19,male,SSD004
3515,1954-09-28,female,SSD004
3516,1955-01-19,female,SSD004
3517,2002-09-22,female,SSD004
3518,1948-06-18,male,SSD004
3519,1992-01-28,male,SSD004
3520,1961-06-23,male,SSD004
3521,1965-10-09,male,SSD004
3522,1972-05-23,female,SSD004
3523,1953-07-07,male,SSD004
3524,1980-05-03,female,SSD004
3525,1997-12-21,male,SSD004
3526,2004-12-01,male,SSD004
3527,1982-06-15,male,SSD004
3528,1949-06-01,male,SSD004
3529,1977-08-04,female,SSD004
3530,1947-07-09,female,SSD004
3531,1967-03-09,male,SSD004
3532,1948-07-02,female,SSD004
3533,1975-10-23,male,SSD004
3534,1967-10-06,male,SSD004
3535,2000-10-10,female,SSD004
3536,2005-04-20,male,SSD004
3537,1993-09-24,female,SSD004
3538,2006-09-01,male,SSD004
3539,1960-04-23,female,SSD004
3540,1985-12-13,male,SSD004
3541,1964-03-25,male,SSD004
3542,1988-08-20,male,SSD004
3543,1973-09-05,female,SSD004
3544,1986-11-06,female,SSD004
3545,1952-12-21,female,SSD004
3546,1948-02-18,female,SSD004
3547,1989-06-20,female,SSD004
3548,2008-11-22,female,SSD004
3549,1985-04-20,male,SSD004
3550,1965-08-29,male,SSD004
3551,1945-03-08,female,SSD004
3552,2006-04-28,male,SSD004
3553,1984-05-01,male,SSD004
3554,1978-10-11,female,SSD004
3555,1954-04-04,male,SSD004
3556,1987-09-25,male,SSD004
3557,2005-12-22,male,SSD004
3558,1977-11-21,female,SSD004
3559,1994-01-29,female,SSD004
3560,1977-10-14,male,SSD004
3561,1968-08-07,male,SSD004
3562,1977-05-23,male,SSD004
3563,1975-09-01,male,SSD004
3564,1966-12-07,male,SSD004
3565,1980-02-16,male,SSD004
3566,1962-12-26,female,SSD004
3567,2000-08-17,male,SSD004
3568,1995-06-26,male,SSD004
3569,1948-05-08,female,SSD004
3570,2000-01-17,female,SSD004
3571,1950-09-15,female,SSD004
3572,1945-05-30,female,SSD004
3573,1967-12-30,male,SSD004
3574,1953-07-31,prefer not to say,SSD004
3575,1958-03-02,male,SSD004
3576,1954-05-27,male,SSD004
3577,2004-05-08,female,SSD004
3578,1964-11-26,male,SSD004
3579,2002-11-02,male,SSD004
3580,2003-07-27,female,SSD004
3581,2003-05-15,male,SSD004
3582,2008-09-12,female,SSD004
3583,1988-12-17,female,SSD004
3584,1996-07-26,female,SSD004
3585,1973-08-24,female,SSD004
3586,1971-10-02,female,SSD004
3587,2001-05-21,female,SSD004
3588,1953-12-26,female,SSD004
3589,1987-08-29,male,SSD004
3590,1957-09-09,female,SSD004
3591,1965-11-21,female,SSD004
3592,1947-04-27,male,SSD004
3593,2002-02-22,male,SSD004
3594,1983-01-19,female,SSD004
3595,2004-03-19,female,SSD004
3596,1996-10-10,female,SSD004
3597,1960-10-10,male,SSD004
3598,2004-07-31,male,SSD004
3599,1956-01-12,female,SSD004
3600,1972-11-23,male,SSD004
3601,1963-03-12,female,SSD004
3602,1985-02-19,male,SSD004
3603,2001-07-16,female,SSD004
3604,1979-07-03,female,SSD004
3605,1959-06-22,female,SSD004
3606,2007-04-04,female,SSD004
3607,1973-12-26,male,SSD004
3608,2002-05-12,female,SSD004
3609,1951-01-28,male,SSD004
3610,1996-07-11,female,SSD004
3611,1956-08-09,male,SSD004
3612,1970-04-09,female,SSD004
3613,1981-01-03,male,SSD004
3614,1993-08-08,female,SSD004
3615,1967-04-28,male,SSD004
3616,1971-10-08,male,SSD004
3617,1959-10-06,male,SSD004
3618,1989-12-17,male,SSD004
3619,1985-09-05,male,SSD004
3620,1979-02-06,female,SSD004
3621,1966-10-18,female,SSD004
3622,1956-09-10,female,SSD004
3623,1957-10-03,female,SSD004
3624,1983-12-12,female,SSD004
3625,1948-12-07,female,SSD004
3626,1990-10-31,female,SSD004
3627,1955-06-24,male,SSD004
3628,1948-04-10,male,SSD004
3629,2008-02-20,male,SSD004
3630,1986-01-12,female,SSD004
3631,2002-10-21,female,SSD004
3632,2000-06-17,female,SSD004
3633,2005-03-24,female,SSD004
3634,2003-04-14,prefer not to say,SSD004
3635,1956-04-21,female,SSD004
3636,1999-12-23,prefer not to say,SSD004
3637,2007-03-20,female,SSD004
3638,1999-05-26,female,SSD004
3639,1994-08-19,female,SSD004
3640,2005-03-30,male,SSD004
3641,1954-01-26,male,SSD004
3642,1944-09-21,male,SSD004
3643,1968-05-09,male,SSD004
3644,2004-07-24,male,SSD004
3645,1982-10-26,female,SSD004
3646,1982-10-22,female,SSD004
3647,1973-10-12,female,SSD004
3648,1986-05-26,male,SSD004
3649,1975-12-09,female,SSD004
3650,1973-10-09,male,SSD004
3651,1994-03-05,male,SSD004
3652,1988-05-23,male,SSD004
3653,1980-12-04,female,SSD004
3654,1991-09-05,male,SSD004
3655,1978-01-27,male,SSD004
3656,1982-12-01,male,SSD004
3657,1959-02-25,male,SSD004
3658,1994-04-06,male,SSD004
3659,1958-03-16,male,SSD004
3660,2002-05-07,female,SSD004
3661,1952-01-08,female,SSD004
3662,1990-12-08,female,SSD004
3663,1950-03-02,male,SSD004
3664,2003-03-04,female,SSD004
3665,1944-01-20,male,SSD004
3666,2004-05-01,female,SSD004
3667,1997-09-02,male,SSD004
3668,2008-10-24,female,SSD004
3669,2000-03-27,female,SSD004
3670,1985-05-23,male,SSD004
3671,1999-05-12,female,SSD004
3672,1987-12-21,male,SSD004
3673,1992-03-16,female,SSD004
3674,1970-06-22,female,SSD004
3675,1975-11-29,female,SSD004
3676,2003-01-31,male,SSD004
3677,1992-10-18,male,SSD004
3678,1986-10-16,female,SSD004
3679,1966-03-03,female,SSD004
3680,2008-12-19,male,SSD004
3681,1976-11-07,female,SSD004
3682,1963-11-07,female,SSD004
3683,1994-04-23,male,SSD004
3684,1949-06-04,male,SSD004
3685,1969-01-29,female,SSD004
3686,1976-02-20,female,SSD004
3687,1979-08-15,female,SSD004
3688,1991-09-28,female,SSD004
3689,2007-01-10,male,SSD004
3690,1956-04-08,female,SSD004
3691,1971-07-20,female,SSD004
3692,1951-05-22,male,SSD004
3693,1983-03-21,male,SSD004
3694,2000-02-04,male,SSD004
3695,1972-10-29,male,SSD004
3696,1951-07-16,male,SSD004
3697,1973-10-07,female,SSD004
3698,1994-07-21,female,SSD004
3699,1980-03-17,female,SSD004
3700,1998-08-06,male,SSD004
3701,2006-03-28,male,SSD004
3702,1985-11-28,female,SSD004
3703,1995-08-15,female,SSD004
3704,1964-08-30,female,SSD004
3705,1973-07-14,female,SSD004
3706,1952-09-29,female,SSD004
3707,1948-12-22,female,SSD004
3708,1973-05-15,female,SSD004
3709,1992-04-22,female,SSD004
3710,1976-08-11,female,SSD004
3711,1972-04-07,male,SSD004
3712,1956-11-19,male,SSD004
3713,1953-08-04,female,SSD004
3714,1973-09-25,female,SSD004
3715,1963-08-11,female,SSD004
3716,1954-01-20,male,SSD004
3717,1980-10-18,female,SSD004
3718,1959-05-26,female,SSD004
3719,1978-08-25,female,SSD004
3720,2000-02-25,male,SSD004
3721,1970-03-04,female,SSD004
3722,1991-04-23,male,SSD004
3723,1977-12-13,male,SSD004
3724,1954-01-06,male,SSD004
3725,2009-07-08,male,SSD004
3726,1955-11-09,male,SSD004
3727,1952-05-10,male,SSD004
3728,1956-10-16,male,SSD004
3729,1982-10-04,female,SSD004
3730,1988-06-20,female,SSD004
3731,1967-06-29,male,SSD004
3732,1959-05-16,male,SSD004
3733,2008-08-18,female,SSD004
3734,1997-03-24,female,SSD004
3735,1952-07-27,female,SSD004
3736,1994-04-30,prefer not to say,SSD004
3737,1975-09-19,female,SSD004
3738,1944-01-03,female,SSD004
3739,1973-09-13,male,SSD004
3740,2000-09-19,male,SSD004
3741,1958-11-15,female,SSD004
3742,1956-09-01,male,SSD004
3743,1974-08-02,female,SSD004
3744,1957-06-13,female,SSD004
3745,1965-09-16,male,SSD004
3746,1965-11-27,female,SSD004
3747,1946-01-23,female,SSD004
3748,2001-01-31,female,SSD004
3749,1964-02-20,female,SSD004
3750,1950-09-09,female,SSD004
3751,1985-07-28,female,SSD004
3752,1953-07-05,male,SSD004
3753,1974-04-30,male,SSD004
3754,1972-12-03,female,SSD004
3755,1970-02-04,prefer not to say,SSD004
3756,1949-04-22,male,SSD004
3757,1999-09-13,female,SSD004
3758,2000-05-08,male,SSD004
3759,1981-02-27,male,SSD004
3760,1961-07-24,male,SSD004
3761,1995-12-05,female,SSD004
3762,2000-03-05,male,SSD004
3763,1982-07-26,male,SSD004
3764,1977-11-15,female,SSD004
3765,1996-09-24,female,SSD004
3766,1970-09-11,female,SSD004
3767,1977-02-13,male,SSD004
3768,1961-09-20,female,SSD004
3769,1998-04-10,male,SSD004
3770,1978-08-26,male,SSD004
3771,1960-09-07,male,SSD004
3772,1959-05-15,female,SSD004
3773,1956-01-17,female,SSD004
3774,1950-03-04,male,SSD004
3775,1948-03-19,female,SSD004
3776,1982-04-12,female,SSD004
3777,1983-09-22,female,SSD004
3778,1984-06-10,male,SSD004
3779,1990-06-20,female,SSD004
3780,1983-07-23,male,SSD004
3781,1957-04-03,female,SSD004
3782,1975-01-26,male,SSD004
3783,1952-07-12,male,SSD004
3784,1946-10-26,female,SSD004
3785,1993-12-26,male,SSD004
3786,1972-08-26,male,SSD004
3787,1987-05-08,male,SSD004
3788,1981-06-10,male,SSD004
3789,1971-09-23,female,SSD004
3790,1987-09-25,male,SSD004
3791,1951-03-28,female,SSD004
3792,1994-11-18,female,SSD004
3793,1962-09-29,prefer not to say,SSD004
3794,2008-05-07,female,SSD004
3795,1945-07-22,female,SSD004
3796,1964-03-10,female,SSD004
3797,1961-02-27,female,SSD004
3798,1946-01-17,female,SSD004
3799,2005-08-14,female,SSD004
3800,1961-08-11,female,SSD004
3801,1965-06-14,male,SSD004
3802,1959-12-23,male,SSD004
3803,1995-01-11,male,SSD004
3804,1973-08-25,female,SSD004
3805,1982-12-06,female,SSD004
3806,1978-10-04,male,SSD004
3807,1980-12-22,male,SSD004
3808,1951-09-11,male,SSD004
3809,2001-02-20,male,SSD004
3810,1953-06-06,female,SSD004
3811,1946-11-22,female,SSD004
3812,1946-06-10,male,SSD004
3813,1997-05-19,female,SSD004
3814,1945-08-15,female,SSD004
3815,1960-12-28,male,SSD004
3816,1983-10-17,female,SSD004
3817,1946-08-17,male,SSD004
3818,1963-11-07,male,SSD004
3819,2006-09-24,female,SSD004
3820,1979-11-13,female,SSD004
3821,1949-02-20,male,SSD004
3822,1955-12-27,female,SSD004
3823,1953-08-22,male,SSD004
3824,1946-02-25,prefer not to say,SSD004
3825,1999-11-15,female,SSD004
3826,1956-07-10,female,SSD004
3827,1981-10-21,male,SSD004
3828,1995-06-10,female,SSD004
3829,1964-10-14,female,SSD004
3830,1954-06-02,female,SSD004
3831,1956-11-06,female,SSD004
3832,1967-12-11,female,SSD004
3833,2009-08-28,male,SSD004
3834,1962-06-29,female,SSD004
3835,1961-02-05,female,SSD004
3836,1965-02-12,male,SSD004
3837,1969-05-21,female,SSD004
3838,1962-02-16,female,SSD004
3839,1959-07-12,female,SSD004
3840,1980-01-21,female,SSD004
3841,1984-02-05,male,SSD004
3842,1970-03-09,male,SSD004
3843,1946-08-10,female,SSD004
3844,1978-08-22,male,SSD004
3845,1992-10-05,female,SSD004
3846,1959-04-14,female,SSD004
3847,2005-05-11,male,SSD004
3848,1954-09-08,male,SSD004
3849,1983-05-09,male,SSD004
3850,1969-09-28,male,SSD004
3851,1992-06-13,male,SSD004
3852,2007-05-01,male,SSD004
3853,1984-03-25,male,SSD004
3854,1976-08-20,female,SSD004
3855,1970-10-07,female,SSD004
3856,1999-03-28,female,SSD004
3857,1952-06-30,male,SSD004
3858,1982-02-13,female,SSD004
3859,1971-08-12,female,SSD004
3860,1966-06-15,male,SSD004
3861,1965-02-16,female,SSD004
3862,1994-11-19,female,SSD004
3863,1991-03-02,female,SSD004
3864,1970-05-19,female,SSD004
3865,1969-10-05,male,SSD004
3866,1962-02-19,female,SSD004
3867,1946-02-10,female,SSD004
3868,1951-09-14,female,SSD004
3869,2004-12-13,male,SSD004
3870,1952-06-18,male,SSD004
3871,1944-09-17,female,SSD004
3872,1993-07-16,female,SSD004
3873,1995-05-16,female,SSD004
3874,1991-01-30,female,SSD004
3875,1952-07-09,male,SSD004
3876,1998-06-14,male,SSD004
3877,1950-09-29,female,SSD004
3878,1966-08-01,female,SSD004
3879,1981-08-23,male,SSD004
3880,1961-12-20,female,SSD004
3881,1995-07-18,female,SSD004
3882,1966-02-26,female,SSD004
3883,1955-03-06,female,SSD004
3884,1950-04-06,female,SSD004
3885,1975-09-09,male,SSD004
3886,1963-06-19,female,SSD004
3887,1951-08-04,female,SSD004
3888,1948-05-14,female,SSD004
3889,2001-11-08,female,SSD004
3890,2007-05-27,female,SSD004
3891,1992-11-11,male,SSD004
3892,1971-04-17,female,SSD004
3893,1946-10-26,female,SSD004
3894,1948-01-10,male,SSD004
3895,1999-03-16,female,SSD004
3896,1995-05-09,female,SSD004
3897,1996-09-27,male,SSD004
3898,1977-06-15,female,SSD004
3899,1958-12-07,male,SSD004
3900,1989-11-23,male,SSD004
3901,1971-12-08,female,SSD004
3902,1989-03-20,male,SSD004
3903,1999-04-01,female,SSD004
3904,1963-05-08,female,SSD004
3905,1944-10-11,male,SSD004
3906,1993-09-10,male,SSD004
3907,2004-08-22,female,SSD004
3908,1967-01-14,female,SSD004
3909,1947-04-07,female,SSD004
3910,1956-09-01,male,SSD004
3911,1962-09-29,male,SSD004
3912,1971-10-16,female,SSD004
3913,2005-10-23,male,SSD004
3914,2003-10-03,female,SSD004
3915,1950-11-23,male,SSD004
3916,1990-10-25,male,SSD004
3917,2007-11-08,female,SSD004
3918,1960-04-02,male,SSD004
3919,2006-07-18,male,SSD004
3920,1960-12-02,male,SSD004
3921,1993-10-26,male,SSD004
3922,1977-12-07,male,SSD004
3923,1995-04-14,male,SSD004
3924,1968-01-16,female,SSD004
3925,1994-12-02,male,SSD004
3926,1951-05-31,female,SSD004
3927,1995-10-06,female,SSD004
3928,1949-12-28,male,SSD004
3929,1959-12-01,female,SSD004
3930,1973-08-12,prefer not to say,SSD004
3931,1965-05-07,female,SSD004
3932,1990-05-30,male,SSD004
3933,1996-09-06,female,SSD004
3934,1979-10-21,male,SSD004
3935,1951-01-17,male,SSD004
3936,1973-06-25,male,SSD004
3937,1968-10-03,male,SSD004
3938,1972-09-11,female,SSD004
3939,1972-08-08,female,SSD004
3940,2000-12-11,male,SSD004
3941,1997-04-12,female,SSD004
3942,1953-01-11,female,SSD004
3943,1971-10-05,male,SSD004
3944,1954-11-06,female,SSD004
3945,1955-04-15,female,SSD004
3946,1976-11-20,female,SSD004
3947,1988-03-30,male,SSD004
